id,nom,prénom,date de naissance,adresse rue,adresse code postal,adresse localité,genre
2258,Arnaud,Noah,1956-05-17,16 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
2259,Arnaud,Karim,1984-01-04,62 Chemin de Lieutaud,13420.0,Gémenos,M
2260,Girard,Miguel,1962-01-19,58 Avenue de Lattre de Tassigny,13009.0,Marseille,M
2261,Garcia,Hugo,1977-09-29,23 Cours Gambetta,13001.0,Marseille,M
2262,Diop,Maria,1992-01-23,374 Avenue de Mazargues,13008.0,Marseille,F
2263,Bedrossian,Sofia,1990-04-11,16 Rue Laurent Fauchier,13100.0,Aix-en-Provence,F
2264,Haddad,Sofia,1970-11-05,10 Cours Gambetta,13001.0,Marseille,F
2265,Santos,Lola,1974-11-12,209 Allée de la Broquette,13170.0,Les Pennes-Mirabeau,F
2266,Bonnet,Miguel,1990-03-17,641 Boulevard du Roi René,13300.0,Salon-de-Provence,M
2267,Dias,Meline,1961-08-03,9B Rue Marius Reynaud,13090.0,Aix-en-Provence,F
2268,Dubois,Imane,1946-09-21,6 Rue Taddéi,13007.0,Marseille,F
2269,Ndiaye,Garen,1964-04-07,13 Place Sadi Carnot,13600.0,La Ciotat,M
2270,Gonzalez,Théo,1980-07-02,158 Boulevard de Sainte-Marguerite,13009.0,Marseille,M
2271,Martin,Manon,1971-08-21,2 Quai Poterne,13500.0,Martigues,F
2272,Ferreira,Léa,1995-11-07,3 Avenue des Combattants en Afrique du Nord,13700.0,Marignane,F
2273,Fabre,Mehdi,1955-04-25,4 Cours Gambetta,13001.0,Marseille,M
2274,Girard,Noam,1948-03-04,1 Avenue Saint-Jean,13002.0,Marseille,M
2275,Fabre,Luca,1955-01-25,52 Rue d'Aix,13001.0,Marseille,M
2276,Haddad,Enzo,1962-05-31,3155 Route Nationale 96,13400.0,Aubagne,M
2277,Aït Ali,Lucas,1946-11-18,224 Chemin du Revers de la Sure,13190.0,Allauch,M
2278,Saïdi,Clara,1986-06-06,16 Rue Négresko,13008.0,Marseille,F
2279,Ziane,Miguel,1955-06-24,42 Cours Julien,13006.0,Marseille,M
2280,Belkacem,Lucas,1970-03-27,7 Rue Bouèno Carrièro,13100.0,Aix-en-Provence,M
2281,Girard,Léa,1962-06-17,255 Rue d'Endoume,13007.0,Marseille,F
2282,Traoré,Clara,1971-11-01,121 D2 Boulevard Paul Claudel,13009.0,Marseille,F
2283,Zerari,Théo,1990-10-07,106 Cours Julien,13006.0,Marseille,M
2284,Martin,Javier,1955-09-18,45 Voie Ariane,13600.0,La Ciotat,M
2285,Kassabian,Ilyes,1989-05-12,3 Rue des Bagniers,13090.0,Aix-en-Provence,M
2286,Konaté,Élise,1983-04-23,15 Rue des Bouteilles,13100.0,Aix-en-Provence,F
2287,Gonzalez,Léa,1996-10-23,7 ter Rue de la Glacière,13100.0,Aix-en-Provence,F
2288,Ricci,Aïssatou,1973-12-04,14 Boulevard Jules Bernard Verger,13013.0,Marseille,F
2289,Dubois,Beatriz,1996-11-24,14 Rue des Ormeaux,13800.0,Istres,F
2290,Dubois,Nour,1978-06-24,62 Avenue de la République,13180.0,Gignac-la-Nerthe,F
2291,Youssouf,Marco,1988-10-09,3 Traverse du Mont de Piété,13001.0,Marseille,M
2292,Ivanov,Aïssatou,1989-07-11,6 Rue des Tourterelles,13820.0,Ensuès-la-Redonne,F
2293,Mchangama,Hagop,1946-08-05,8 Avenue Elsa Triolet,13008.0,Marseille,M
2294,Bensaïd,Idriss,1957-03-12,3 Boulevard Élysée Reclus,13004.0,Marseille,M
2295,Konaté,Armen,1966-11-15,36B Rue Espariat,13100.0,Aix-en-Provence,M
2296,Ferreira,Lola,1999-10-23,21 Quai François Mitterrand,13600.0,La Ciotat,F
2297,Ricci,Luca,1993-06-08,17 Cours Gambetta,13001.0,Marseille,M
2298,Ivanov,Louis,1999-10-14,13 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
2299,Rossi,Yasmina,1959-03-07,52 Rue d'Aix,13001.0,Marseille,F
2300,Fernandez,Lucie,1987-03-01,324 Rue d'Endoume,13007.0,Marseille,F
2301,Elbaz,Youssouf,1952-02-08,2 Traverse de la Batterie de Malmousque,13007.0,Marseille,M
2302,Bouzid,Léa,1980-11-27,1 Allée Philippine,13012.0,Marseille,F
2303,Bonnet,Giulia,1978-09-18,34 Cours Gambetta,13001.0,Marseille,F
2304,Colonna,Ibrahima,1989-08-20,2 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
2305,Nikolić,Zoé,1952-03-27,69 Cours Gambetta,13001.0,Marseille,F
2306,Arnaud,Ibrahima,1999-07-23,7 Rue Monclar,13100.0,Aix-en-Provence,M
2307,Pérez,Marco,1950-12-26,20 Allée des Alpilles,13380.0,Plan-de-Cuques,M
2308,Arnaud,Lucie,1994-12-18,1 Rue Monclar,13100.0,Aix-en-Provence,F
2309,Santos,Noah,1957-05-11,32 Traverse Notre-Dame-du-Bon-Secours,13003.0,Marseille,M
2310,Silva,Salma,1993-11-11,3 Avenue de la Savoie,13180.0,Gignac-la-Nerthe,F
2311,Assayag,Louis,1960-01-16,61 Cours Gambetta,13001.0,Marseille,M
2312,Diallo,Youssouf,1969-04-25,940 Avenue du 18 Juin 1940,13300.0,Salon-de-Provence,M
2313,Benkhelifa,Zoé,1977-12-02,635 Avenue de Mazargues,13009.0,Marseille,F
2314,Leroux,Mamadou,1977-03-21,63 Cours Gambetta,13001.0,Marseille,M
2315,Fabre,Jade,1947-09-22,13 Rue Chabrier,13100.0,Aix-en-Provence,F
2316,Alvarez,Clara,1977-06-21,36 Cours Gambetta,13001.0,Marseille,F
2317,Fabre,Youssef,1977-11-06,32 Cours Gambetta,13001.0,Marseille,M
2318,Bernard,Armen,1959-11-09,12 Place du Marché des Capucins,13001.0,Marseille,M
2319,Haddad,Youssef,1987-09-14,48B Boulevard Aristide Briand,13100.0,Aix-en-Provence,M
2320,Colonna,Inès,1997-12-25,4 Le Clos Riant,13320.0,Bouc-Bel-Air,F
2321,Martin,Gabriel,1956-01-04,3 Boulevard Élysée Reclus,13004.0,Marseille,M
2322,Martin,Nour,1985-04-08,16 Rue Laurent Fauchier,13100.0,Aix-en-Provence,F
2323,Öztürk,Tom,1969-11-14,11 Rue des Bouteilles,13100.0,Aix-en-Provence,M
2324,Colonna,Nadia,1959-05-13,18 Passage Léo Ferré,13003.0,Marseille,F
2325,Pérez,Élise,1984-03-28,9 Rue Chabrier,13100.0,Aix-en-Provence,F
2326,Abdou,Mamadou,1968-09-03,20 Traverse Montcault,13013.0,Marseille,M
2327,Morel,Zoé,1950-04-05,38 Cours Gambetta,13001.0,Marseille,F
2328,Ndiaye,Lina,1981-02-20,102 Rue d'Endoume,13007.0,Marseille,F
2329,Morel,Fatou,1995-05-18,36B Rue Espariat,13100.0,Aix-en-Provence,F
2330,Rossi,Naïma,1954-03-16,9 Boulevard Bontemps,13120.0,Gardanne,F
2331,Bensaïd,Chiara,1945-09-01,63 Cours Gambetta,13001.0,Marseille,F
2332,Dubois,Salma,1981-11-09,326 Avenue de Mazargues,13008.0,Marseille,F
2333,Garcia,Saïd,1980-12-29,3 Cours Gambetta,13001.0,Marseille,M
2334,Leroux,Rui,1960-08-23,1 Boulevard Élysée Reclus,13004.0,Marseille,M
2335,Fabre,Ibrahima,1974-09-27,67 Cours Gambetta,13001.0,Marseille,M
2336,Bonnet,Léa,1952-03-16,418 Avenue de Montolivet,13012.0,Marseille,F
2337,Fabre,Camille,1990-09-22,4 42 18 65 90 Avenue Gabriel Péri,13400.0,Aubagne,F
2338,Giraud,Meline,1955-05-26,3 Rue Ambroise Paré,13008.0,Marseille,F
2339,Giraud,Zoé,1992-07-13,1 Avenue Jules Cantini,13006.0,Marseille,F
2340,Konaté,Enzo,1998-02-15,14 Rue Fontange,13006.0,Marseille,M
2341,Bernard,David,1964-11-01,5 Rue Colonel de Roux,13400.0,Aubagne,M
2342,Mokrani,Maria,1965-04-13,4 Ancien Chemin de Château Gombert,13013.0,Marseille,F
2343,Perrot,Eli,1988-03-19,13 Avenue Henri Matisse,13120.0,Gardanne,M
2344,Alvarez,Raphaël,1974-10-19,2 Rue Pastoret,13006.0,Marseille,M
2345,Mokrani,Aïssatou,1994-12-27,336 Avenue du Mugel,13600.0,La Ciotat,F
2346,Girard,Rayan,1960-11-19,5 Place Sadi-Carnot,13002.0,Marseille,M
2347,Ndiaye,Sofia,1976-04-15,255 Rue d'Endoume,13007.0,Marseille,F
2348,Aït Ali,Nabil,1971-12-25,5 Cours Gambetta,13001.0,Marseille,M
2349,Dias,Nabil,1980-07-05,11 Place Joseph Rau,13400.0,Aubagne,M
2350,Soilih,Aïcha,1970-04-13,100 Avenue Jules Cantini,13008.0,Marseille,F
2351,Alvarez,Noa,1960-12-04,34 Avenue Jean Jaurès,13700.0,Marignane,F
2352,Gonzalez,Youssef,1998-05-02,61 Cours Gambetta,13001.0,Marseille,M
2353,Arnaud,Noah,1997-01-18,26 Rue Saint-Michel,13006.0,Marseille,M
2354,Garcia,Hugo,1978-12-27,21 Rue Monclar,13100.0,Aix-en-Provence,M
2355,Perrot,Inès,1978-10-12,16 Avenue Jean Moulin,13127.0,Vitrolles,F
2356,Girard,Inès,2001-03-12,6 Cours Gambetta,13001.0,Marseille,F
2357,Diallo,Amina,1959-11-25,112 Avenue de Hambourg,13008.0,Marseille,F
2358,Ricci,Anziz,1957-05-04,15 Rue Venture,13001.0,Marseille,M
2359,Benali,Youssef,1954-05-31,278 bis Rue d'Endoume,13007.0,Marseille,M
2360,Giraud,Idriss,1962-09-27,135 Chemin de Château-Gombert,13013.0,Marseille,M
2361,Santos,Salma,1973-06-14,49 Cours Gambetta,13001.0,Marseille,F
2362,Benali,Tom,1990-02-24,324 Rue d'Endoume,13007.0,Marseille,M
2363,Leroux,Enzo,1972-08-13,11 Rue des Bouteilles,13100.0,Aix-en-Provence,M
2364,Girard,Ana,1996-03-21,15 Route Nationale 396,13400.0,Aubagne,F
2365,Garcia,Ahmed,1968-03-17,198 Chemin des Entrages,13300.0,Salon-de-Provence,M
2366,Bensaïd,Antoine,1967-01-28,35 Cours Gambetta,13001.0,Marseille,M
2367,Santoni,Youssef,1987-02-20,14 Cours Gambetta,13001.0,Marseille,M
2368,Saïdi,Junior,1973-08-16,16 Lotissement les Hauts de la Calèche,13190.0,Allauch,M
2369,Bernard,Marco,1944-11-12,2 Quai Poterne,13500.0,Martigues,M
2370,Bouzid,Noah,1981-04-12,24 Cours Gambetta,13001.0,Marseille,M
2371,Casabianca,Louis,1997-01-28,2 Quai Poterne,13500.0,Martigues,M
2372,Arnaud,Carmen,1987-11-23,450 chemin du Littoral,13016.0,Marseille,F
2373,Martin,Enzo,1975-09-18,47 Cours Gambetta,13001.0,Marseille,M
2374,Benali,Salma,1970-11-11,77 Cours Gambetta,13001.0,Marseille,F
2375,Morel,Ibrahima,1966-10-02,124 Traverse de Notre-Dame-de-Consolation,13013.0,Marseille,M
2376,Silva,Jade,1958-08-04,2 Avenue de la madrague de Montredon,13008.0,Marseille,F
2377,Dias,Fatima,1961-01-19,9 Cours Gambetta,13001.0,Marseille,F
2378,Santos,David,1990-09-04,1 Cours Gambetta,13001.0,Marseille,M
2379,Demir,Nabil,1953-11-10,1 Cours Gambetta,13001.0,Marseille,M
2380,Assayag,Enzo,1969-10-10,4 Rue du Lacydon,13002.0,Marseille,M
2381,Ferreira,Bilal,1955-10-07,52 Rue d'Aix,13001.0,Marseille,M
2382,Ferreira,David,1978-03-03,11 Rue des Bouteilles,13100.0,Aix-en-Provence,M
2383,Fabre,Karim,1962-05-07,11 Rue des Chapeliers,13090.0,Aix-en-Provence,M
2384,Derderian,Meline,1955-06-04,324 Rue d'Endoume,13007.0,Marseille,F
2385,Belkacem,Louis,1957-03-29,4 Boulevard Lakanal,13400.0,Aubagne,M
2386,Fernandez,Soumaya,2001-01-16,51 Boulevard Aristide Briand,13100.0,Aix-en-Provence,F
2387,Alvarez,Lucas,1961-03-20,397 Corniche du Président John Fitzgerald Kennedy,13007.0,Marseille,M
2388,Dubois,Camille,1981-06-15,9-11 Cours Maréchal Foch,13400.0,Aubagne,F
2389,Dubois,Yasmina,1957-04-22,3 Le Clos Riant,13320.0,Bouc-Bel-Air,F
2390,Zerari,Ava,1991-01-04,34 Cours Gambetta,13001.0,Marseille,F
2391,Öztürk,Antoine,1994-10-22,2 Rue Saint-Michel,13005.0,Marseille,M
2392,Chakarian,Junior,1953-12-27,5 Rue Paul Painlevé,13500.0,Martigues,M
2393,Ndiaye,Ethan,1959-09-11,10 Allée de la Tartane,13127.0,Vitrolles,M
2394,Saïdi,Antoine,1978-08-16,57 Cours Gambetta,13001.0,Marseille,M
2395,Haddad,Noah,1996-10-22,6 Rue des Ormeaux,13800.0,Istres,M
2396,Martin,Nour,1980-03-04,121 D2 Boulevard Paul Claudel,13009.0,Marseille,F
2397,Attal,Tom,1966-04-04,2b Rue des Pétouses,13800.0,Istres,M
2398,Rossi,Lucie,1977-08-29,36 Cours Gambetta,13001.0,Marseille,F
2399,Dias,Gabriel,1956-08-28,8 Lotissement L'Escaillon,13320.0,Bouc-Bel-Air,M
2400,Saïdi,Mamadou,1964-04-07,2 Quai Poterne,13500.0,Martigues,M
2401,Colonna,Yasmina,1974-07-21,51 Cours Gambetta,13001.0,Marseille,F
2402,Pérez,Enzo,1946-08-27,635 Avenue de Mazargues,13009.0,Marseille,M
2403,Mokrani,Rui,1952-12-08,4 Rue du Lacydon,13002.0,Marseille,M
2404,Benali,Nabil,1950-02-07,3 Rue de Bédarrides,13100.0,Aix-en-Provence,M
2405,Kassabian,Yasmina,2001-02-14,18 Cours Gambetta,13001.0,Marseille,F
2406,Haddad,Moussa,1968-11-17,82 Avenue de la Madrague de Montredon,13008.0,Marseille,M
2407,Cohen,Idriss,1952-08-24,62 Rue d'Endoume,13007.0,Marseille,M
2408,Martin,Yasmina,1979-10-20,343 Rue d'Endoume,13007.0,Marseille,F
2409,Ferreira,Lola,1987-04-12,2 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
2410,Santos,Aïcha,1984-03-15,62 Rue d'Endoume,13007.0,Marseille,F
2411,Fabre,Giulia,1993-07-14,10 Avenue du Maréchal Gallieni,13600.0,La Ciotat,F
2412,Belkacem,Meline,1946-08-17,79 Cours Julien,13006.0,Marseille,F
2413,Fernandez,Nabil,1963-08-17,373 Boulevard Denfert Rochereau,13300.0,Salon-de-Provence,M
2414,Garcia,Gabriel,1959-02-03,18 Passage Léo Ferré,13003.0,Marseille,M
2415,Bensaïd,Carmen,1982-07-30,56 Allée Raoul Dufy,13120.0,Gardanne,F
2416,Arnaud,Amina,1968-11-09,5 Rue Monclar,13100.0,Aix-en-Provence,F
2417,Mokrani,Marco,1945-12-29,15 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
2418,Traoré,Lucie,1979-04-07,102 Rue d'Endoume,13007.0,Marseille,F
2419,Martin,Enzo,1988-06-28,25 Allée de la Felouque,13127.0,Vitrolles,M
2420,Rossi,Zoé,1995-10-25,32 Cours Gambetta,13001.0,Marseille,F
2421,Garcia,Cheikh,1992-02-02,65 Cours Gambetta,13001.0,Marseille,M
2422,Garcia,Clara,1982-04-13,616 Allées de Craponne,13300.0,Salon-de-Provence,F
2423,Arnaud,Lina,1960-11-30,13 Avenue Henri Matisse,13120.0,Gardanne,F
2424,Zerari,Léa,1979-07-14,2 Rue Pastoret,13006.0,Marseille,F
2425,Soilih,Léa,1965-06-10,76 Avenue Gaston Cabrier,13300.0,Salon-de-Provence,F
2426,Mokrani,Jade,1951-07-08,13 Cours Gambetta,13001.0,Marseille,F
2427,Morel,João,1959-10-03,8bis Rue du Soleil,13007.0,Marseille,M
2428,Cohen,Océane,1977-01-15,32 Cours Gambetta,13001.0,Marseille,F
2429,Benkhelifa,Rayan,1997-08-24,58 Avenue de Lattre de Tassigny,13009.0,Marseille,M
2430,Fabre,Camille,1996-02-17,9 Rue des Bouteilles,13100.0,Aix-en-Provence,F
2431,Diallo,Idriss,1982-04-22,3 Rue Monclar,13100.0,Aix-en-Provence,M
2432,Soilih,Tom,1977-01-30,4 Boulevard Élysée Reclus,13004.0,Marseille,M
2433,Morel,Garen,1955-05-10,45 Montaigne,13012.0,Marseille,M
2434,Santoni,Ava,1948-05-05,34 Cours Gambetta,13001.0,Marseille,F
2435,Benkhelifa,Karim,1974-02-05,67 Cours Gambetta,13001.0,Marseille,M
2436,Girard,Yasmina,1986-02-21,8 Impasse de l'Adré,13800.0,Istres,F
2437,Karamanoukian,Chiara,1972-09-12,36 Impasse des Usines,13016.0,Marseille,F
2438,Bedrossian,Moussa,1995-01-09,41 Cours Gambetta,13001.0,Marseille,M
2439,Haddad,Louis,1979-02-27,15 Cours Gambetta,13001.0,Marseille,M
2440,Gonzalez,Walid,1990-11-14,11 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
2441,Benali,Théo,1997-10-31,100 Avenue Jules Cantini,13008.0,Marseille,M
2442,Leroux,Amina,1987-08-27,95 Rue d'Endoume,13007.0,Marseille,F
2443,Diop,Ibrahima,1968-09-18,75 Cours Gambetta,13001.0,Marseille,M
2444,Haddad,Hugo,1983-08-01,18 des combattants,13600.0,La Ciotat,M
2445,Öztürk,Lina,1946-01-21,3 Cours Gambetta,13001.0,Marseille,F
2446,Fabre,Louis,1975-06-29,63 Cours Gambetta,13001.0,Marseille,M
2447,Fabre,Yasmina,1945-10-08,10 Cours Gambetta,13001.0,Marseille,F
2448,Dias,Chiara,1946-11-01,151 Rue d'Endoume,13007.0,Marseille,F
2449,Ferreira,Jade,1983-09-02,134 Rue d'Endoume,13007.0,Marseille,F
2450,Youssouf,Cheikh,2000-03-10,1 Boulevard Élysée Reclus,13004.0,Marseille,M
2451,Arnaud,Nour,1960-05-01,9 Rue des Bouteilles,13100.0,Aix-en-Provence,F
2452,Konaté,Gabriel,1947-06-25,18 Passage Léo Ferré,13003.0,Marseille,M
2453,Kassabian,Giulia,1998-02-01,49 Cours Gambetta,13001.0,Marseille,F
2454,Morel,Fatou,1973-11-27,223 Avenue de la Plaine Brunette,13600.0,La Ciotat,F
2455,Colonna,Marco,1982-02-03,15 Rue du Minotaure,13270.0,Fos-sur-Mer,M
2456,Pérez,Zoé,1963-11-15,18 Passage Léo Ferré,13003.0,Marseille,F
2457,Cohen,Walid,1950-05-30,818 L Audience Zi Secteur 81,13270.0,Fos-sur-Mer,M
2458,Traoré,Lucie,1951-03-21,3 Rue Goudard,13005.0,Marseille,F
2459,Aït Ali,Javier,1963-11-16,1 Cours Voltaire,13400.0,Aubagne,M
2460,Garcia,Nadia,1962-11-03,4 Impasse de l'Adré,13800.0,Istres,F
2461,Rossi,Walid,1991-01-15,17 Quai Marceau,13500.0,Martigues,M
2462,Konaté,Ava,1946-12-14,11 Quai Marceau,13500.0,Martigues,F
2463,Perrot,Nour,1971-12-29,266 Avenue Georges Borel,13300.0,Salon-de-Provence,F
2464,Dias,Louis,1999-08-27,3 Boulevard Bontemps,13120.0,Gardanne,M
2465,Arnaud,Luca,1957-10-05,100 Avenue Jules Cantini,13008.0,Marseille,M
2466,Benkhelifa,Javier,2000-12-02,2 Rue Goudard,13005.0,Marseille,M
2467,Girard,Carmen,1993-08-13,27 Avenue des Valampes,13180.0,Gignac-la-Nerthe,F
2468,Rossi,Youssouf,1965-01-23,10 Impasse du Trélus,13800.0,Istres,M
2469,Ziane,Fatima,1947-03-14,12 Cours Gambetta,13001.0,Marseille,F
2470,Ricci,Youssouf,1990-09-17,53 Cours Gambetta,13001.0,Marseille,M
2471,Bernard,Aïssatou,1991-07-25,20 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
2472,Demir,Amina,1988-01-01,5 Cours Mirabeau,13100.0,Aix-en-Provence,F
2473,Abdou,Aïcha,1993-10-23,31 Cours Gambetta,13001.0,Marseille,F
2474,Youssouf,Amina,1968-02-18,100 Avenue Jules Cantini,13008.0,Marseille,F
2475,Haddad,Meline,1949-03-23,4 Rue des Bouteilles,13100.0,Aix-en-Provence,F
2476,Mokrani,Louis,1951-09-01,11 Rue Rouvière,13001.0,Marseille,M
2477,Ivanov,Mathis,1955-05-04,5 Boulevard du Bocage,13821.0,La Penne-sur-Huveaune,M
2478,Santoni,Lola,1966-06-12,29 Rue Borely,13120.0,Gardanne,F
2479,Girard,Ibrahima,1964-01-24,1 Avenue Marius Ruinat,13700.0,Marignane,M
2480,Ziane,Fatima,1984-04-11,7 Rue du Fer à Cheval,13800.0,Istres,F
2481,Rossi,Léa,1978-07-25,55 Cours Gambetta,13001.0,Marseille,F
2482,Girard,Bilal,1956-07-16,51 Boulevard Herriot,13008.0,Marseille,M
2483,Martin,Lola,1975-12-29,219 ter Avenue François Mitterrand,13170.0,Les Pennes-Mirabeau,F
2484,Bonnet,Mehdi,1997-04-25,30 Boulevard Barral Prolongé,13008.0,Marseille,M
2485,Benkhelifa,Lucas,1985-05-16,211 Chemin de la Pépinière,13600.0,La Ciotat,M
2486,Bernard,Mariam,1961-09-28,79 Rue François Scaramelli,13004.0,Marseille,F
2487,Konaté,Lucie,1954-06-02,131 Rue d'Endoume,13007.0,Marseille,F
2488,Garcia,Naïma,1983-03-22,19 Rue des Trois Rois,13006.0,Marseille,F
2489,Colonna,Salma,1964-03-30,49A Rue des Trois Frères Barthélémy,13006.0,Marseille,F
2490,Bensaïd,Rui,1969-03-22,2 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
2491,Casabianca,Junior,1963-09-12,43 Quai des Belges,13001.0,Marseille,M
2492,Rossi,Élise,1947-06-08,424 Avenue de Mazargues,13008.0,Marseille,F
2493,Leroux,Élise,1990-11-22,272 au 276 Résidence Castors Isabella,13240.0,Septèmes-les-Vallons,F
2494,Ricci,Youssouf,1982-01-04,37 Cours Gambetta,13001.0,Marseille,M
2495,Morel,Nadia,1994-05-07,2 Rue Pastoret,13006.0,Marseille,F
2496,Ndiaye,Lucas,1959-01-07,158 Boulevard de Sainte-Marguerite,13009.0,Marseille,M
2497,Gonzalez,Giulia,1984-05-11,19 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
2498,Casabianca,Amina,1988-09-29,124 Traverse de Notre-Dame-de-Consolation,13013.0,Marseille,F
2499,Pérez,Gabriel,1952-10-25,334 Avenue de Mazargues,13008.0,Marseille,M
2500,Benali,Mehdi,2001-02-11,23 Lotissement les Hauts de la Calèche,13190.0,Allauch,M
2501,Zerari,Jade,1955-10-10,36 Cours Gambetta,13001.0,Marseille,F
2502,Rossi,Miguel,1975-04-17,158 Boulevard de Sainte-Marguerite,13009.0,Marseille,M
2503,Alvarez,Manon,1952-07-04,7 Boulevard Saint-Joseph,13380.0,Plan-de-Cuques,F
2504,Bouzid,Maria,1989-09-05,205 Cours Gimon,13300.0,Salon-de-Provence,F
2505,Fernandez,Matteo,1947-02-09,131 Rue d'Endoume,13007.0,Marseille,M
2506,Silva,Mathis,1965-03-07,18 Chemin de Méjean,13820.0,Ensuès-la-Redonne,M
2507,Ziane,Louis,1959-07-05,51 Cours Gambetta,13001.0,Marseille,M
2508,Arnaud,Gabriel,1955-05-29,1 Cours Gambetta,13001.0,Marseille,M
2509,Dias,Idriss,1962-12-07,2 Rue Goudard,13005.0,Marseille,M
2510,Garcia,Amina,1969-06-24,4 Traverse Charles Auguste,13007.0,Marseille,F
2511,Diop,Nadia,1999-09-06,1 Traverse du Mont de Piété,13001.0,Marseille,F
2512,Benkhelifa,Fatou,1981-03-30,57 Cours Gambetta,13001.0,Marseille,F
2513,Benali,Youssouf,1990-11-08,16 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
2514,Bonnet,Karim,1947-04-27,309 Boulevard Denfert Rochereau,13300.0,Salon-de-Provence,M
2515,Martin,Amina,1988-10-15,278 bis Rue d'Endoume,13007.0,Marseille,F
2516,Diop,Lucas,1996-01-29,3 Rue Monclar,13100.0,Aix-en-Provence,M
2517,Silva,Manon,2000-08-27,26 Plage de l'Estaque,13016.0,Marseille,F
2518,Ricci,Ahmed,1956-10-20,2 Rue Pastoret,13006.0,Marseille,M
2519,Ricci,Samuel,1987-02-26,158 Boulevard de Sainte-Marguerite,13009.0,Marseille,M
2520,Mchangama,Cheikh,1963-10-31,47 Cours Gambetta,13001.0,Marseille,M
2521,Giraud,Mathis,1952-01-13,18 Cours Gambetta,13001.0,Marseille,M
2522,Fernandez,Lucie,1975-11-11,37 Cours Gambetta,13001.0,Marseille,F
2523,Öztürk,Mathis,1948-07-08,4 Cours Gambetta,13001.0,Marseille,M
2524,Traoré,Lola,1988-07-04,5 Cours Gambetta,13001.0,Marseille,F
2525,Ivanov,Léa,1991-12-02,133 Avenue Léon Blum,13330.0,Salon-de-Provence,F
2526,Garcia,Lola,1947-03-15,22 Cours Gambetta,13001.0,Marseille,F
2527,Morel,Chamed,1945-03-18,77 Cours Gambetta,13001.0,Marseille,M
2528,Fabre,Ana,1996-11-25,11 Rue Méjanes,13100.0,Aix-en-Provence,F
2529,Santos,Ilyes,1994-02-12,1 Place Joseph Rau,13400.0,Aubagne,M
2530,Bernard,Amina,1967-06-11,34 Cours Gambetta,13001.0,Marseille,F
2531,Rossi,Gabriel,1968-02-13,67 Boulevard Chave,13005.0,Marseille,M
2532,Giraud,Élise,1990-06-05,683 Boulevard du Roi René,13300.0,Salon-de-Provence,F
2533,Silva,David,1962-02-11,11 Cours Gambetta,13001.0,Marseille,M
2534,Gonzalez,Mariam,1960-04-24,98 Avenue Elsa Triolet,13008.0,Marseille,F
2535,Ferreira,Raphaël,1946-07-28,126 Rue Désiré Allemand,13300.0,Salon-de-Provence,M
2536,Perrot,Raphaël,1990-08-20,10 Rue de la Glacière,13100.0,Aix-en-Provence,M
2537,Ferreira,Rayan,1995-07-07,29 Cours Gambetta,13001.0,Marseille,M
2538,Casabianca,Noam,1986-08-06,16 Cours Gambetta,13001.0,Marseille,M
2539,Giraud,Bilal,1958-07-03,126 Chemin de Méjean,13820.0,Ensuès-la-Redonne,M
2540,Ziane,Fatima,1994-06-23,570 Allée de la Broquette,13170.0,Les Pennes-Mirabeau,F
2541,Karamanoukian,Inès,1980-01-25,35 Cours Gambetta,13001.0,Marseille,F
2542,Bernard,Nabil,1976-12-15,100 Avenue Jules Cantini,13008.0,Marseille,M
2543,Garcia,David,1989-02-18,15 Rue des Bouteilles,13100.0,Aix-en-Provence,M
2544,Garcia,Tiago,1956-05-15,61 Cours Gambetta,13001.0,Marseille,M
2545,Arnaud,David,1957-06-07,5 Rue de la Verdière,13090.0,Aix-en-Provence,M
2546,Saïdi,Lina,1984-04-06,12 Rue Alphonse de Lamartine,13500.0,Martigues,F
2547,Gonzalez,Youssef,1998-10-22,16 Quai Brescon,13500.0,Martigues,M
2548,Bedrossian,Léa,1976-12-02,16 Cours Gambetta,13001.0,Marseille,F
2549,Bouzid,Marco,1951-05-04,4 Rue de Verdun,13700.0,Marignane,M
2550,Ndiaye,Mamadou,1982-08-21,Actiparc II bâtiment D1 Chemin de Saint-Lambert,13821.0,La Penne-sur-Huveaune,M
2551,Arnaud,Anziz,1996-01-16,1 Allée Philippine,13012.0,Marseille,M
2552,Benali,Camille,1949-04-13,50 Boulevard Aristide Briand,13100.0,Aix-en-Provence,F
2553,Alvarez,Mamadou,1954-08-04,21 Quai François Mitterrand,13600.0,La Ciotat,M
2554,Arnaud,Léa,1982-09-16,641 Boulevard du Roi René,13300.0,Salon-de-Provence,F
2555,Diop,Idriss,1993-01-22,20 Traverse Montcault,13013.0,Marseille,M
2556,Benali,Inès,1944-11-04,14 13100,13100.0,Aix-en-Provence,F
2557,Assayag,Javier,1945-11-07,22 Cours Gambetta,13001.0,Marseille,M
